ID	phases	idx	Hdel	Hid	Hstart	Hend	Pdel	Pid	Pstart	Pend
SL2.50ch01_42411_42793	+-	1	287	SL2.50ch01	42520	42521	0	Spenn-ch01	56824	56536
SL2.50ch01_42411_42793	+-	2	225	SL2.50ch01	42524	42525	0	Spenn-ch01	56533	56307
SL2.50ch01_48717_49161	+-	1	14	SL2.50ch01	48935	48936	0	Spenn-ch01	48654	48639
SL2.50ch01_48717_49161	+-	2	46	SL2.50ch01	48956	48957	0	Spenn-ch01	48619	48572
SL2.50ch01_67014_67919	+-	1	39	SL2.50ch01	67383	67384	0	Spenn-ch01	29347	29307
SL2.50ch01_67014_67919	+-	2	22	SL2.50ch01	67482	67483	0	Spenn-ch01	29209	29186
SL2.50ch01_95997_97075	++	1	154	SL2.50ch01	96058	96059	0	Spenn-ch01	142600	142755
SL2.50ch01_95997_97075	++	2	4	SL2.50ch01	96192	96193	0	Spenn-ch01	142888	142893
SL2.50ch01_95997_97075	++	3	1	SL2.50ch01	96482	96483	0	Spenn-ch01	143182	143184
SL2.50ch01_95997_97075	++	4	1	SL2.50ch01	96621	96622	0	Spenn-ch01	143322	143324
SL2.50ch01_95997_97075	++	5	0	SL2.50ch01	96819	96822	2	Spenn-ch01	143521	143522
SL2.50ch01_95997_97075	++	6	0	SL2.50ch01	96885	96887	1	Spenn-ch01	143585	143586
SL2.50ch01_148562_149110	++	1	1	SL2.50ch01	148890	148891	0	Spenn-ch01	201586	201588
SL2.50ch01_148562_149110	++	2	1	SL2.50ch01	148995	148996	0	Spenn-ch01	201692	201694
SL2.50ch01_148562_149110	++	3	762	SL2.50ch01	149006	149007	0	Spenn-ch01	201704	202467
SL2.50ch01_154626_155949	++	1	1	SL2.50ch01	155456	155457	0	Spenn-ch01	208483	208485
SL2.50ch01_154626_155949	++	2	0	SL2.50ch01	155479	155504	24	Spenn-ch01	208507	208508
SL2.50ch01_154626_155949	++	3	0	SL2.50ch01	155569	155656	86	Spenn-ch01	208573	208574
SL2.50ch01_154626_155949	++	4	0	SL2.50ch01	155725	155727	1	Spenn-ch01	208643	208644
SL2.50ch01_193995_194442	++	1	0	SL2.50ch01	194319	194326	6	Spenn-ch01	247551	247552
SL2.50ch01_193995_194442	++	2	0	SL2.50ch01	194330	194368	37	Spenn-ch01	247556	247557
SL2.50ch01_201719_202547	++	1	0	SL2.50ch01	201779	201781	1	Spenn-ch01	255062	255063
SL2.50ch01_201719_202547	++	2	1	SL2.50ch01	202096	202097	0	Spenn-ch01	255378	255380
SL2.50ch01_201719_202547	++	3	0	SL2.50ch01	202191	202193	1	Spenn-ch01	255474	255475
SL2.50ch01_201719_202547	++	4	6	SL2.50ch01	202366	202367	0	Spenn-ch01	255648	255655
SL2.50ch01_201719_202547	++	5	0	SL2.50ch01	202391	202437	45	Spenn-ch01	255679	255680
SL2.50ch01_201719_202547	++	6	0	SL2.50ch01	202474	202480	5	Spenn-ch01	255717	255718
SL2.50ch01_301453_302293	++	1	0	SL2.50ch01	301782	301820	37	Spenn-ch01	407899	407900
SL2.50ch01_301453_302293	++	2	0	SL2.50ch01	302173	302181	7	Spenn-ch01	408253	408254
SL2.50ch01_316616_317079	++	1	0	SL2.50ch01	316683	316686	2	Spenn-ch01	424909	424910
SL2.50ch01_316616_317079	++	2	1	SL2.50ch01	316884	316885	0	Spenn-ch01	425108	425110
SL2.50ch01_316616_317079	++	3	28	SL2.50ch01	316977	316978	0	Spenn-ch01	425202	425231
SL2.50ch01_363026_363190	++	1	0	SL2.50ch01	363116	363146	29	Spenn-ch01	474612	474613
SL2.50ch01_365187_366292	++	1	0	SL2.50ch01	365335	365480	144	Spenn-ch01	476783	476784
SL2.50ch01_365187_366292	++	2	1	SL2.50ch01	365628	365629	0	Spenn-ch01	476932	476934
SL2.50ch01_365187_366292	++	3	0	SL2.50ch01	365718	365723	4	Spenn-ch01	477023	477024
SL2.50ch01_407274_407961	++	1	0	SL2.50ch01	407368	407375	6	Spenn-ch01	551924	551925
SL2.50ch01_407274_407961	++	2	61	SL2.50ch01	407401	407402	0	Spenn-ch01	551951	552013
SL2.50ch01_407274_407961	++	3	0	SL2.50ch01	407547	407549	1	Spenn-ch01	552158	552159
SL2.50ch01_425201_426002	++	1	0	SL2.50ch01	425525	425527	1	Spenn-ch01	569485	569486
SL2.50ch01_425201_426002	++	2	0	SL2.50ch01	425566	425568	1	Spenn-ch01	569525	569526
SL2.50ch01_425201_426002	++	3	1	SL2.50ch01	425702	425703	0	Spenn-ch01	569660	569662
SL2.50ch01_425201_426002	++	4	1	SL2.50ch01	425715	425716	0	Spenn-ch01	569674	569676
SL2.50ch01_425201_426002	++	5	39	SL2.50ch01	425757	425758	0	Spenn-ch01	569717	569757
SL2.50ch01_425201_426002	++	6	5	SL2.50ch01	425763	425764	0	Spenn-ch01	569762	569768
SL2.50ch01_425201_426002	++	7	1	SL2.50ch01	425792	425793	0	Spenn-ch01	569796	569798
SL2.50ch01_425201_426002	++	8	2	SL2.50ch01	425869	425870	0	Spenn-ch01	569874	569877
SL2.50ch01_445071_445227	++	1	21	SL2.50ch01	445201	445202	0	Spenn-ch01	589578	589600
SL2.50ch01_506864_507523	++	1	0	SL2.50ch01	507034	507053	18	Spenn-ch01	652496	652497
SL2.50ch01_506864_507523	++	2	0	SL2.50ch01	507324	507349	24	Spenn-ch01	652768	652769
SL2.50ch01_506864_507523	++	3	0	SL2.50ch01	507368	507440	71	Spenn-ch01	652788	652789
SL2.50ch01_537350_538626	++	1	0	SL2.50ch01	537391	537393	1	Spenn-ch01	689125	689126
SL2.50ch01_537350_538626	++	2	0	SL2.50ch01	537957	538096	138	Spenn-ch01	689690	689691
SL2.50ch01_537350_538626	++	3	0	SL2.50ch01	538104	538111	6	Spenn-ch01	689699	689700
SL2.50ch01_537350_538626	++	4	0	SL2.50ch01	538114	538136	21	Spenn-ch01	689703	689704
SL2.50ch01_537350_538626	++	5	0	SL2.50ch01	538293	538295	1	Spenn-ch01	689861	689862
SL2.50ch01_537350_538626	++	6	7	SL2.50ch01	538356	538357	0	Spenn-ch01	689923	689931
SL2.50ch01_537350_538626	++	7	2	SL2.50ch01	538587	538588	0	Spenn-ch01	690161	690164
SL2.50ch01_616166_616568	++	1	2	SL2.50ch01	616344	616345	0	Spenn-ch01	782674	782677
SL2.50ch01_616166_616568	++	2	40	SL2.50ch01	616403	616404	0	Spenn-ch01	782735	782776
SL2.50ch01_618052_618575	++	1	2	SL2.50ch01	618102	618103	0	Spenn-ch01	784448	784451
SL2.50ch01_618052_618575	++	2	0	SL2.50ch01	618373	618375	1	Spenn-ch01	784721	784722
SL2.50ch01_618052_618575	++	3	0	SL2.50ch01	618418	618500	81	Spenn-ch01	784765	784766
SL2.50ch01_669622_669944	++	1	27	SL2.50ch01	669758	669759	0	Spenn-ch01	833525	833553
SL2.50ch01_673453_673886	++	1	2	SL2.50ch01	673667	673668	0	Spenn-ch01	837703	837706
SL2.50ch01_673453_673886	++	2	3	SL2.50ch01	673685	673686	0	Spenn-ch01	837723	837727
SL2.50ch01_673453_673886	++	3	0	SL2.50ch01	673691	673722	30	Spenn-ch01	837732	837733
SL2.50ch01_679981_680229	++	1	16	SL2.50ch01	680110	680111	0	Spenn-ch01	844183	844200
SL2.50ch01_716405_716530	++	1	12	SL2.50ch01	716457	716458	0	Spenn-ch01	873385	873398
SL2.50ch01_720241_720556	++	1	0	SL2.50ch01	720415	720459	43	Spenn-ch01	877353	877354
SL2.50ch01_787615_788815	++	1	0	SL2.50ch01	787807	788349	541	Spenn-ch01	950112	950113
SL2.50ch01_787615_788815	++	2	0	SL2.50ch01	788428	788430	1	Spenn-ch01	950192	950193
SL2.50ch01_787615_788815	++	3	13	SL2.50ch01	788451	788452	0	Spenn-ch01	950214	950228
SL2.50ch01_787615_788815	++	4	0	SL2.50ch01	788597	788599	1	Spenn-ch01	950373	950374
SL2.50ch01_789161_789474	++	1	47	SL2.50ch01	789310	789311	0	Spenn-ch01	951090	951138
SL2.50ch01_789161_789474	++	2	1	SL2.50ch01	789394	789395	0	Spenn-ch01	951221	951223
SL2.50ch01_838237_838933	++	1	0	SL2.50ch01	838483	838599	115	Spenn-ch01	1001051	1001052
SL2.50ch01_838237_838933	++	2	0	SL2.50ch01	838603	838711	107	Spenn-ch01	1001056	1001057
SL2.50ch01_838237_838933	++	3	16	SL2.50ch01	838901	838902	0	Spenn-ch01	1001247	1001264
SL2.50ch01_847894_848656	++	1	1	SL2.50ch01	847963	847964	0	Spenn-ch01	1010707	1010709
SL2.50ch01_847894_848656	++	2	0	SL2.50ch01	848105	848235	129	Spenn-ch01	1010850	1010851
SL2.50ch01_847894_848656	++	3	0	SL2.50ch01	848356	848359	2	Spenn-ch01	1010972	1010973
SL2.50ch01_848990_849947	++	1	0	SL2.50ch01	849051	849053	1	Spenn-ch01	1011664	1011665
SL2.50ch01_848990_849947	++	2	1	SL2.50ch01	849287	849288	0	Spenn-ch01	1011899	1011901
SL2.50ch01_848990_849947	++	3	11	SL2.50ch01	849312	849313	0	Spenn-ch01	1011925	1011937
SL2.50ch01_848990_849947	++	4	2	SL2.50ch01	849386	849387	0	Spenn-ch01	1012010	1012013
SL2.50ch01_848990_849947	++	5	41	SL2.50ch01	849526	849527	0	Spenn-ch01	1012152	1012194
SL2.50ch01_848990_849947	++	6	0	SL2.50ch01	849563	849565	1	Spenn-ch01	1012230	1012231
SL2.50ch01_848990_849947	++	7	0	SL2.50ch01	849791	849793	1	Spenn-ch01	1012457	1012458
SL2.50ch01_848990_849947	++	8	1	SL2.50ch01	849852	849853	0	Spenn-ch01	1012517	1012519
SL2.50ch01_856901_857273	++	1	0	SL2.50ch01	857025	857038	12	Spenn-ch01	1020056	1020057
SL2.50ch01_856901_857273	++	2	1	SL2.50ch01	857091	857092	0	Spenn-ch01	1020110	1020112
SL2.50ch01_856901_857273	++	3	109	SL2.50ch01	857114	857115	0	Spenn-ch01	1020134	1020244
SL2.50ch01_909008_909823	++	1	0	SL2.50ch01	909073	909142	68	Spenn-ch01	1079315	1079316
SL2.50ch01_909008_909823	++	2	0	SL2.50ch01	909270	909272	1	Spenn-ch01	1079444	1079445
SL2.50ch01_909008_909823	++	3	0	SL2.50ch01	909281	909283	1	Spenn-ch01	1079454	1079455
SL2.50ch01_909008_909823	++	4	0	SL2.50ch01	909294	909305	10	Spenn-ch01	1079466	1079467
SL2.50ch01_909008_909823	++	5	0	SL2.50ch01	909482	909484	1	Spenn-ch01	1079644	1079645
SL2.50ch01_909008_909823	++	6	0	SL2.50ch01	909580	909583	2	Spenn-ch01	1079741	1079742
SL2.50ch01_1022704_1022972	++	1	0	SL2.50ch01	1022760	1022782	21	Spenn-ch01	1215811	1215812
SL2.50ch01_1022704_1022972	++	2	3	SL2.50ch01	1022850	1022851	0	Spenn-ch01	1215880	1215884
SL2.50ch01_1057988_1059469	++	1	1	SL2.50ch01	1058063	1058064	0	Spenn-ch01	1249613	1249615
SL2.50ch01_1057988_1059469	++	2	0	SL2.50ch01	1058184	1058189	4	Spenn-ch01	1249735	1249736
SL2.50ch01_1057988_1059469	++	3	3	SL2.50ch01	1058422	1058423	0	Spenn-ch01	1249969	1249973
SL2.50ch01_1057988_1059469	++	4	0	SL2.50ch01	1058463	1058465	1	Spenn-ch01	1250013	1250014
SL2.50ch01_1057988_1059469	++	5	114	SL2.50ch01	1058585	1058586	0	Spenn-ch01	1250134	1250249
SL2.50ch01_1057988_1059469	++	6	25	SL2.50ch01	1058980	1058981	0	Spenn-ch01	1250643	1250669
SL2.50ch01_1057988_1059469	++	7	6	SL2.50ch01	1059080	1059081	0	Spenn-ch01	1250768	1250775
SL2.50ch01_1057988_1059469	++	8	1	SL2.50ch01	1059165	1059166	0	Spenn-ch01	1250859	1250861
SL2.50ch01_1057988_1059469	++	9	1	SL2.50ch01	1059209	1059210	0	Spenn-ch01	1250904	1250906
SL2.50ch01_1057988_1059469	++	10	0	SL2.50ch01	1059227	1059229	1	Spenn-ch01	1250923	1250924
SL2.50ch01_1059626_1060138	++	1	0	SL2.50ch01	1059717	1059831	113	Spenn-ch01	1251412	1251413
SL2.50ch01_1061031_1061388	++	1	0	SL2.50ch01	1061152	1061190	37	Spenn-ch01	1252734	1252735
SL2.50ch01_1077358_1077600	++	1	26	SL2.50ch01	1077459	1077460	0	Spenn-ch01	1272442	1272469
SL2.50ch01_1077358_1077600	++	2	0	SL2.50ch01	1077519	1077524	4	Spenn-ch01	1272528	1272529
SL2.50ch01_1204286_1205181	++	1	19	SL2.50ch01	1204522	1204523	0	Spenn-ch01	1421864	1421884
SL2.50ch01_1204286_1205181	++	2	44	SL2.50ch01	1204696	1204697	0	Spenn-ch01	1422057	1422102
SL2.50ch01_1226512_1226824	++	1	301	SL2.50ch01	1226575	1226576	0	Spenn-ch01	1451461	1451763
SL2.50ch01_1226512_1226824	++	2	0	SL2.50ch01	1226616	1226638	21	Spenn-ch01	1451803	1451804
SL2.50ch01_1263043_1263460	++	1	189	SL2.50ch01	1263068	1263069	0	Spenn-ch01	1489471	1489661
SL2.50ch01_1263472_1264044	++	1	2	SL2.50ch01	1263704	1263705	0	Spenn-ch01	1490296	1490299
SL2.50ch01_1263472_1264044	++	2	0	SL2.50ch01	1263914	1263950	35	Spenn-ch01	1490508	1490509
SL2.50ch01_1305255_1305877	++	1	0	SL2.50ch01	1305324	1305326	1	Spenn-ch01	1533988	1533989
SL2.50ch01_1305255_1305877	++	2	0	SL2.50ch01	1305551	1305597	45	Spenn-ch01	1534214	1534215
SL2.50ch01_1305255_1305877	++	3	0	SL2.50ch01	1305741	1305743	1	Spenn-ch01	1534359	1534360
SL2.50ch01_1329539_1329838	++	1	25	SL2.50ch01	1329785	1329786	0	Spenn-ch01	1553545	1553571
SL2.50ch01_1329539_1329838	++	2	1	SL2.50ch01	1329801	1329802	0	Spenn-ch01	1553586	1553588
SL2.50ch01_1333433_1333583	++	1	0	SL2.50ch01	1333502	1333536	33	Spenn-ch01	1557292	1557293
SL2.50ch01_1367090_1367472	++	1	8	SL2.50ch01	1367180	1367181	0	Spenn-ch01	1622071	1622080
SL2.50ch01_1367090_1367472	++	2	276	SL2.50ch01	1367247	1367248	0	Spenn-ch01	1622146	1622423
SL2.50ch01_1370931_1371254	++	1	7	SL2.50ch01	1371027	1371028	0	Spenn-ch01	1626185	1626193
SL2.50ch01_1370931_1371254	++	2	0	SL2.50ch01	1371049	1371107	57	Spenn-ch01	1626214	1626215
SL2.50ch01_1411970_1412315	++	1	1	SL2.50ch01	1412178	1412179	0	Spenn-ch01	1670788	1670790
SL2.50ch01_1411970_1412315	++	2	72	SL2.50ch01	1412220	1412221	0	Spenn-ch01	1670831	1670904
SL2.50ch01_1414004_1414224	++	1	20	SL2.50ch01	1414108	1414109	0	Spenn-ch01	1672754	1672775
SL2.50ch01_1450284_1450639	++	1	471	SL2.50ch01	1450579	1450580	0	Spenn-ch01	1711335	1711807
SL2.50ch01_1510305_1510939	++	1	8	SL2.50ch01	1510363	1510364	0	Spenn-ch01	1782694	1782703
SL2.50ch01_1510305_1510939	++	2	1	SL2.50ch01	1510419	1510420	0	Spenn-ch01	1782758	1782760
SL2.50ch01_1510305_1510939	++	3	28	SL2.50ch01	1510438	1510439	0	Spenn-ch01	1782778	1782807
SL2.50ch01_1526868_1527559	++	1	0	SL2.50ch01	1526947	1527264	316	Spenn-ch01	1799612	1799613
SL2.50ch01_1526868_1527559	++	2	0	SL2.50ch01	1527297	1527300	2	Spenn-ch01	1799646	1799647
SL2.50ch01_1531210_1531724	++	1	69	SL2.50ch01	1531613	1531614	0	Spenn-ch01	1804383	1804453
SL2.50ch01_1531210_1531724	++	2	18	SL2.50ch01	1531667	1531668	0	Spenn-ch01	1804506	1804525
SL2.50ch01_1531210_1531724	++	3	2	SL2.50ch01	1531680	1531681	0	Spenn-ch01	1804537	1804540
SL2.50ch01_1534879_1535222	++	1	0	SL2.50ch01	1535074	1535076	1	Spenn-ch01	1807930	1807931
SL2.50ch01_1534879_1535222	++	2	0	SL2.50ch01	1535174	1535198	23	Spenn-ch01	1808029	1808030
SL2.50ch01_1662297_1662885	++	1	0	SL2.50ch01	1662467	1662570	102	Spenn-ch01	1936278	1936279
SL2.50ch01_1663941_1664124	++	1	0	SL2.50ch01	1663957	1663979	21	Spenn-ch01	1937665	1937666
SL2.50ch01_1692397_1692898	++	1	305	SL2.50ch01	1692648	1692649	0	Spenn-ch01	1966838	1967144
SL2.50ch01_1692397_1692898	++	2	0	SL2.50ch01	1692824	1692826	1	Spenn-ch01	1967319	1967320
SL2.50ch01_1701525_1702672	++	1	24	SL2.50ch01	1701573	1701574	0	Spenn-ch01	1974217	1974242
SL2.50ch01_1701525_1702672	++	2	37	SL2.50ch01	1702253	1702254	0	Spenn-ch01	1974921	1974959
SL2.50ch01_1732320_1733053	++	1	68	SL2.50ch01	1732586	1732587	0	Spenn-ch01	2029064	2029133
SL2.50ch01_1732320_1733053	++	2	0	SL2.50ch01	1732766	1732768	1	Spenn-ch01	2029312	2029313
SL2.50ch01_1942008_1943909	++	1	2	SL2.50ch01	1942340	1942341	0	Spenn-ch01	2176003	2176006
SL2.50ch01_1942008_1943909	++	2	6	SL2.50ch01	1942558	1942559	0	Spenn-ch01	2176223	2176230
SL2.50ch01_1942008_1943909	++	3	1	SL2.50ch01	1942602	1942603	0	Spenn-ch01	2176273	2176275
SL2.50ch01_1942008_1943909	++	4	1	SL2.50ch01	1943302	1943303	0	Spenn-ch01	2176974	2176976
SL2.50ch01_1942008_1943909	++	5	0	SL2.50ch01	1943435	1943793	357	Spenn-ch01	2177108	2177109
SL2.50ch01_1948405_1948651	++	1	0	SL2.50ch01	1948462	1948464	1	Spenn-ch01	2181826	2181827
SL2.50ch01_1948405_1948651	++	2	25	SL2.50ch01	1948520	1948521	0	Spenn-ch01	2181883	2181909
SL2.50ch01_2001043_2001429	++	1	29	SL2.50ch01	2001105	2001106	0	Spenn-ch01	2256832	2256862
SL2.50ch01_2001043_2001429	++	2	1	SL2.50ch01	2001143	2001144	0	Spenn-ch01	2256899	2256901
SL2.50ch01_2001043_2001429	++	3	0	SL2.50ch01	2001327	2001330	2	Spenn-ch01	2257084	2257085
SL2.50ch01_2019567_2020094	++	1	0	SL2.50ch01	2019709	2019748	38	Spenn-ch01	2275733	2275734
SL2.50ch01_2044707_2045090	++	1	1	SL2.50ch01	2044766	2044767	0	Spenn-ch01	2305666	2305668
SL2.50ch01_2044707_2045090	++	2	0	SL2.50ch01	2044965	2045010	44	Spenn-ch01	2305866	2305867
SL2.50ch01_2062871_2063020	++	1	0	SL2.50ch01	2062914	2062927	12	Spenn-ch01	2322904	2322905
SL2.50ch01_2101888_2102595	++	1	0	SL2.50ch01	2102168	2102207	38	Spenn-ch01	2361717	2361718
SL2.50ch01_2101888_2102595	++	2	0	SL2.50ch01	2102282	2102286	3	Spenn-ch01	2361793	2361794
SL2.50ch01_2101888_2102595	++	3	1	SL2.50ch01	2102402	2102403	0	Spenn-ch01	2361910	2361912
SL2.50ch01_2101888_2102595	++	4	0	SL2.50ch01	2102547	2102552	4	Spenn-ch01	2362056	2362057
SL2.50ch01_2118178_2118349	++	1	0	SL2.50ch01	2118283	2118315	31	Spenn-ch01	2378668	2378669
SL2.50ch01_2118487_2118773	++	1	0	SL2.50ch01	2118554	2118701	146	Spenn-ch01	2378908	2378909
SL2.50ch01_2208310_2208785	++	1	31	SL2.50ch01	2208715	2208716	0	Spenn-ch01	2473942	2473974
SL2.50ch01_2214522_2214944	++	1	0	SL2.50ch01	2214740	2214759	18	Spenn-ch01	2479976	2479977
SL2.50ch01_2214522_2214944	++	2	0	SL2.50ch01	2214773	2214775	1	Spenn-ch01	2479991	2479992
SL2.50ch01_2214522_2214944	++	3	0	SL2.50ch01	2214868	2214874	5	Spenn-ch01	2480085	2480086
SL2.50ch01_2217562_2218142	++	1	1	SL2.50ch01	2217902	2217903	0	Spenn-ch01	2483108	2483110
SL2.50ch01_2217562_2218142	++	2	97	SL2.50ch01	2218005	2218006	0	Spenn-ch01	2483212	2483310
SL2.50ch01_2218241_2218578	++	1	5	SL2.50ch01	2218439	2218440	0	Spenn-ch01	2483743	2483749
SL2.50ch01_2218241_2218578	++	2	27	SL2.50ch01	2218478	2218479	0	Spenn-ch01	2483787	2483815
SL2.50ch01_2224235_2225997	++	1	0	SL2.50ch01	2224385	2224389	3	Spenn-ch01	2490188	2490189
SL2.50ch01_2224235_2225997	++	2	0	SL2.50ch01	2224546	2224549	2	Spenn-ch01	2490346	2490347
SL2.50ch01_2224235_2225997	++	3	1	SL2.50ch01	2224866	2224867	0	Spenn-ch01	2490664	2490666
SL2.50ch01_2224235_2225997	++	4	222	SL2.50ch01	2224885	2224886	0	Spenn-ch01	2490684	2490907
SL2.50ch01_2224235_2225997	++	5	1	SL2.50ch01	2225277	2225278	0	Spenn-ch01	2491298	2491300
SL2.50ch01_2224235_2225997	++	6	0	SL2.50ch01	2225889	2225893	3	Spenn-ch01	2491911	2491912
SL2.50ch01_2242665_2243080	++	1	27	SL2.50ch01	2242698	2242699	0	Spenn-ch01	2508100	2508128
